SYMBOL, ID, TRADE_DATE, SIZE, TRADE_PRICE,TOTAL_COST, CURRENT_PRICE, CURRENT_VALUE, GAIN_LOSS
NU,nucypher,2021-05-17 22:23:01.068 ,1909.9729837200002,-0.26295241354929977,-502.2320058831315,0.82,1566.1778466504002,1063.9458407672687
TotalCost, TotalCurrentValue, TotalGainLoss
-502.2320058831315,1566.1778466504002,1063.9458407672687
